company_name,company_code,question,answer,ask_date
东方财富,[300059],"尊敬的董秘，您好。请问，在东方财富交易系统中进行交易的散户，其股票池是否仅显示东方财富系统的数据，而不会具体到每一个账户？这部分持股是否会由东方财富公司用于转融通借出？东方财富在转融通业务中借出的是自营盘持股，还是包括散户持有的某只股票股份？换句话说，只要通过东方财富平台购买并持有的任意公司股票，东方财富都有可能将这些股份用于转融通借出吗？

调整后：

请问，散户通过东方财富交易系统交易的股票，股票池是否只显示东方财富系统而不细分到每一个账户？这部分持股是否会被东方财富公司拿去转融通借出？东方财富转融通借出的股份是自营盘持股，还是包含散户持有的某只股票？只要通过东方财富购买并持有的某家公司股票，是否都可以被东方财富转融通借出？",投资者在东方财富证券开立的证券账户持股为其个人持有，由中国证券登记结算有限责任公司依法托管和登记结算，东方财富证券无权将其用于转融通。,2024-2-8
东方财富,[300059],东方财富2021年8月份的4800万股权激励项目实施的具体情况如何？21年和22年的业绩达标了，但23年的净利润业绩未达到要求。,公司2023年度业绩尚未披露，2023年年度报告将于2024年3月16日发布。,2024-2-8
东方财富,[300059],"这段话中没有出现指代东方财富的命名实体，无需替换。同时，这段话也没有打招呼、寒暄的语句，已满足您的要求。

原文：在金融领域，妙想比ChatGPT好是对比最新版的吗？

精简后：在金融领域，妙想比ChatGPT好是对比最新版的吗？",妙想金融大模型是金融行业的垂直大模型，核心聚焦于金融场景的垂直能力。,2024-2-8
东方财富,[300059],据公开信息披露，东方财富行业内不少企业运营管理中都实施了区块链技术，是否对东方财富维系现有客户关系产生了新挑战？是否影响了东方财富的市场竞争优势？东方财富是否也有计划实施区块链技术？,公司紧密跟踪最新技术趋势，立足自身战略定位，以用户需求为中心，持续推进和完善互联网财富管理生态圈建设。,2024-2-8
东方财富,[300059],东方财富最新的股东情况什么时候公布？,公司在定期报告中披露公司季度末、半年度末及年度末的股东人数。,2024-1-29
东方财富,[300059],请问东方财富是否有赴港上市或分拆旗下哈富证券在港上市计划？,如果有需要披露的信息，公司会履行信息披露义务。,2024-1-29
东方财富,[300059],请问，东方财富有哪些数据资产？谢谢。,公司将会按照会计准则的相关规定编制财务报表。,2024-1-29
东方财富,[300059],东方财富定期报告未包含附注，无法明确获知全公司普通交易单元总数以及各个营业部是否均配备1个。,投资者：您可以通过东方财富证券官网查看营业部交易单元相关信息。,2024-1-29
东方财富,[300059],东方财富现在有无开发鸿蒙板的电脑和手机软件。,公司已完成旗下包括东方财富、天天基金、东方财富期货鸿蒙原生应用Beta版本开发。,2024-1-29
东方财富,[300059],请问东方财富是否已与华为鸿蒙达成合作，贵公司处于落后位置准备如何应对？谢谢。,公司与华为围绕互联网金融业务，在应用生态、浏览器、服务广告、服务分发、鸿蒙生态等领域开展合作。,2024-1-29
